date,Appliances
2016-01-1815:20:00,20
2016-01-1815:30:00,30
2016-01-1815:40:00,30
2016-01-1815:50:00,40
2016-01-1816:00:00,50
2016-01-1816:10:00,50
2016-01-1816:20:00,50
2016-01-1816:30:00,40
2016-01-1816:40:00,40
2016-01-1816:50:00,50
2016-01-1817:00:00,40
2016-01-1817:10:00,40
2016-01-1817:20:00,40
2016-01-1817:30:00,40
2016-01-1817:40:00,20
2016-01-1817:50:00,30
2016-01-1818:00:00,30
2016-01-1818:10:00,70
2016-01-1818:20:00,230
2016-01-1818:30:00,660
2016-01-1818:40:00,510
2016-01-1818:50:00,300
2016-01-1819:00:00,300
2016-01-1819:10:00,350
2016-01-1819:20:00,90
2016-01-1819:30:00,100
2016-01-1819:40:00,130
2016-01-1819:50:00,200
2016-01-1820:00:00,480
2016-01-1820:10:00,430
2016-01-1820:20:00,630
2016-01-1820:30:00,600
2016-01-1820:40:00,470
2016-01-1820:50:00,740
2016-01-1821:00:00,600
2016-01-1821:10:00,560
2016-01-1821:20:00,440
2016-01-1821:30:00,280
2016-01-1821:40:00,110
2016-01-1821:50:00,80
2016-01-1822:00:00,70
2016-01-1822:10:00,50
2016-01-1822:20:00,50
2016-01-1822:30:00,60
2016-01-1822:40:00,60
2016-01-1822:50:00,50
2016-01-1823:00:00,60
2016-01-1823:10:00,50
2016-01-1823:20:00,50
2016-01-1823:30:00,40
2016-01-1823:40:00,30
2016-01-1823:50:00,40
2016-01-1900:00:00,50
2016-01-1900:10:00,50
2016-01-1900:20:00,50
2016-01-1900:30:00,40
2016-01-1900:40:00,50
2016-01-1900:50:00,40
2016-01-1901:00:00,50
2016-01-1901:10:00,40
2016-01-1901:20:00,50
2016-01-1901:30:00,50
2016-01-1901:40:00,40
2016-01-1901:50:00,40
2016-01-1902:00:00,30
2016-01-1902:10:00,20
2016-01-1902:20:00,20
2016-01-1902:30:00,40
2016-01-1902:40:00,50
2016-01-1902:50:00,40
2016-01-1903:00:00,50
2016-01-1903:10:00,50
2016-01-1903:20:00,40
2016-01-1903:30:00,40
2016-01-1903:40:00,50
2016-01-1903:50:00,50
2016-01-1904:00:00,50
2016-01-1904:10:00,40
2016-01-1904:20:00,50
2016-01-1904:30:00,20
2016-01-1904:40:00,30
2016-01-1904:50:00,10
2016-01-1905:00:00,40
2016-01-1905:10:00,60
2016-01-1905:20:00,40
2016-01-1905:30:00,50
2016-01-1905:40:00,40
2016-01-1905:50:00,40
2016-01-1906:00:00,40
2016-01-1906:10:00,70
2016-01-1906:20:00,50
2016-01-1906:30:00,50
2016-01-1906:40:00,40
2016-01-1906:50:00,30
2016-01-1907:00:00,30
2016-01-1907:10:00,20
2016-01-1907:20:00,50
2016-01-1907:30:00,50
2016-01-1907:40:00,50
2016-01-1907:50:00,50
2016-01-1908:00:00,40
2016-01-1908:10:00,40
2016-01-1908:20:00,50
2016-01-1908:30:00,40
2016-01-1908:40:00,40
2016-01-1908:50:00,40
2016-01-1909:00:00,40
2016-01-1909:10:00,20
2016-01-1909:20:00,30
2016-01-1909:30:00,30
2016-01-1909:40:00,40
2016-01-1909:50:00,40
2016-01-1910:00:00,40
2016-01-1910:10:00,50
2016-01-1910:20:00,50
2016-01-1910:30:00,50
2016-01-1910:40:00,40
2016-01-1910:50:00,40
2016-01-1911:00:00,40
2016-01-1911:10:00,20
2016-01-1911:20:00,20
2016-01-1911:30:00,30
2016-01-1911:40:00,50
2016-01-1911:50:00,40
2016-01-1912:00:00,50
2016-01-1912:10:00,40
2016-01-1912:20:00,40
2016-01-1912:30:00,40
2016-01-1912:40:00,40
2016-01-1912:50:00,50
2016-01-1913:00:00,50
2016-01-1913:10:00,50
2016-01-1913:20:00,30
2016-01-1913:30:00,30
2016-01-1913:40:00,20
2016-01-1913:50:00,20
2016-01-1914:00:00,50
2016-01-1914:10:00,50
2016-01-1914:20:00,50
2016-01-1914:30:00,40
2016-01-1914:40:00,40
2016-01-1914:50:00,40
2016-01-1915:00:00,40
2016-01-1915:10:00,40
2016-01-1915:20:00,50
2016-01-1915:30:00,60
2016-01-1915:40:00,20
2016-01-1915:50:00,20
2016-01-1916:00:00,30
2016-01-1916:10:00,40
2016-01-1916:20:00,40
2016-01-1916:30:00,50
2016-01-1916:40:00,40
2016-01-1916:50:00,50
2016-01-1917:00:00,50
2016-01-1917:10:00,40
2016-01-1917:20:00,40
2016-01-1917:30:00,50
2016-01-1917:40:00,60
2016-01-1917:50:00,190
2016-01-1918:00:00,350
2016-01-1918:10:00,210
2016-01-1918:20:00,140
2016-01-1918:30:00,110
2016-01-1918:40:00,120
2016-01-1918:50:00,120
2016-01-1919:00:00,110
2016-01-1919:10:00,260
2016-01-1919:20:00,550
2016-01-1919:30:00,480
2016-01-1919:40:00,360
2016-01-1919:50:00,360
2016-01-1920:00:00,290
2016-01-1920:10:00,460
2016-01-1920:20:00,570
2016-01-1920:30:00,470
2016-01-1920:40:00,450
2016-01-1920:50:00,450
2016-01-1921:00:00,380
2016-01-1921:10:00,110
2016-01-1921:20:00,110
2016-01-1921:30:00,110
2016-01-1921:40:00,100
2016-01-1921:50:00,110
2016-01-1922:00:00,120
2016-01-1922:10:00,70
2016-01-1922:20:00,50
2016-01-1922:30:00,40
2016-01-1922:40:00,30
2016-01-1922:50:00,30
2016-01-1923:00:00,50
2016-01-1923:10:00,50
2016-01-1923:20:00,50
2016-01-1923:30:00,40
2016-01-1923:40:00,50
2016-01-1923:50:00,40
2016-01-2000:00:00,40
2016-01-2000:10:00,50
2016-01-2000:20:00,40
2016-01-2000:30:00,30
2016-01-2000:40:00,30
2016-01-2000:50:00,30
2016-01-2001:00:00,30
2016-01-2001:10:00,50
2016-01-2001:20:00,40
2016-01-2001:30:00,50
2016-01-2001:40:00,50
2016-01-2001:50:00,50
2016-01-2002:00:00,40
2016-01-2002:10:00,40
2016-01-2002:20:00,40
2016-01-2002:30:00,30
2016-01-2002:40:00,20
2016-01-2002:50:00,20
2016-01-2003:00:00,30
2016-01-2003:10:00,50
2016-01-2003:20:00,50
2016-01-2003:30:00,40
2016-01-2003:40:00,50
2016-01-2003:50:00,40
2016-01-2004:00:00,40
2016-01-2004:10:00,50
2016-01-2004:20:00,50
2016-01-2004:30:00,50
2016-01-2004:40:00,30
2016-01-2004:50:00,30
2016-01-2005:00:00,20
2016-01-2005:10:00,20
2016-01-2005:20:00,40
2016-01-2005:30:00,50
2016-01-2005:40:00,50
2016-01-2005:50:00,50
2016-01-2006:00:00,40
2016-01-2006:10:00,80
2016-01-2006:20:00,40
2016-01-2006:30:00,50
2016-01-2006:40:00,340
2016-01-2006:50:00,150
2016-01-2007:00:00,50
2016-01-2007:10:00,40
2016-01-2007:20:00,60
2016-01-2007:30:00,60
2016-01-2007:40:00,60
2016-01-2007:50:00,50
2016-01-2008:00:00,70
2016-01-2008:10:00,60
2016-01-2008:20:00,60
2016-01-2008:30:00,60
2016-01-2008:40:00,350
2016-01-2008:50:00,360
2016-01-2009:00:00,80
2016-01-2009:10:00,50
2016-01-2009:20:00,60
2016-01-2009:30:00,80
2016-01-2009:40:00,50
2016-01-2009:50:00,80
2016-01-2010:00:00,90
2016-01-2010:10:00,90
2016-01-2010:20:00,70
2016-01-2010:30:00,90
2016-01-2010:40:00,60
2016-01-2010:50:00,70
2016-01-2011:00:00,90
2016-01-2011:10:00,70
2016-01-2011:20:00,110
2016-01-2011:30:00,70
2016-01-2011:40:00,70
2016-01-2011:50:00,80
2016-01-2012:00:00,330
2016-01-2012:10:00,220
2016-01-2012:20:00,70
2016-01-2012:30:00,60
2016-01-2012:40:00,50
2016-01-2012:50:00,60
2016-01-2013:00:00,80
2016-01-2013:10:00,70
2016-01-2013:20:00,80
2016-01-2013:30:00,70
2016-01-2013:40:00,80
2016-01-2013:50:00,70
2016-01-2014:00:00,80
2016-01-2014:10:00,50
2016-01-2014:20:00,40
2016-01-2014:30:00,30
2016-01-2014:40:00,50
2016-01-2014:50:00,80
2016-01-2015:00:00,80
2016-01-2015:10:00,80
2016-01-2015:20:00,70
2016-01-2015:30:00,90
2016-01-2015:40:00,80
2016-01-2015:50:00,80
2016-01-2016:00:00,80
2016-01-2016:10:00,70
2016-01-2016:20:00,60
2016-01-2016:30:00,50
2016-01-2016:40:00,80
2016-01-2016:50:00,80
2016-01-2017:00:00,60
2016-01-2017:10:00,70
2016-01-2017:20:00,340
2016-01-2017:30:00,360
2016-01-2017:40:00,160
2016-01-2017:50:00,120
2016-01-2018:00:00,90
2016-01-2018:10:00,90
2016-01-2018:20:00,90
2016-01-2018:30:00,80
2016-01-2018:40:00,170
2016-01-2018:50:00,830
2016-01-2019:00:00,540
2016-01-2019:10:00,340
2016-01-2019:20:00,410
2016-01-2019:30:00,390
2016-01-2019:40:00,360
2016-01-2019:50:00,330
2016-01-2020:00:00,210
2016-01-2020:10:00,100
2016-01-2020:20:00,160
2016-01-2020:30:00,390
2016-01-2020:40:00,440
2016-01-2020:50:00,400
2016-01-2021:00:00,420
2016-01-2021:10:00,390
2016-01-2021:20:00,410
2016-01-2021:30:00,210
2016-01-2021:40:00,70
2016-01-2021:50:00,60
2016-01-2022:00:00,50
2016-01-2022:10:00,70
2016-01-2022:20:00,160
2016-01-2022:30:00,360
2016-01-2022:40:00,150
2016-01-2022:50:00,60
2016-01-2023:00:00,60
2016-01-2023:10:00,50
2016-01-2023:20:00,50
2016-01-2023:30:00,50
2016-01-2023:40:00,50
2016-01-2023:50:00,50
2016-01-2100:00:00,60
2016-01-2100:10:00,50
2016-01-2100:20:00,40
2016-01-2100:30:00,20
2016-01-2100:40:00,30
2016-01-2100:50:00,50
2016-01-2101:00:00,50
2016-01-2101:10:00,60
2016-01-2101:20:00,60
2016-01-2101:30:00,60
2016-01-2101:40:00,40
2016-01-2101:50:00,60
2016-01-2102:00:00,40
2016-01-2102:10:00,40
2016-01-2102:20:00,40
2016-01-2102:30:00,30
2016-01-2102:40:00,40
2016-01-2102:50:00,60
2016-01-2103:00:00,50
2016-01-2103:10:00,50
2016-01-2103:20:00,40
2016-01-2103:30:00,50
2016-01-2103:40:00,50
2016-01-2103:50:00,60
2016-01-2104:00:00,50
2016-01-2104:10:00,40
2016-01-2104:20:00,30
2016-01-2104:30:00,30
2016-01-2104:40:00,40
2016-01-2104:50:00,50
2016-01-2105:00:00,50
2016-01-2105:10:00,60
2016-01-2105:20:00,60
2016-01-2105:30:00,50
2016-01-2105:40:00,40
2016-01-2105:50:00,50
2016-01-2106:00:00,50
2016-01-2106:10:00,60
2016-01-2106:20:00,30
2016-01-2106:30:00,30
2016-01-2106:40:00,50
2016-01-2106:50:00,50
2016-01-2107:00:00,50
2016-01-2107:10:00,40
2016-01-2107:20:00,60
2016-01-2107:30:00,40
2016-01-2107:40:00,50
2016-01-2107:50:00,40
2016-01-2108:00:00,30
2016-01-2108:10:00,20
2016-01-2108:20:00,20
2016-01-2108:30:00,40
2016-01-2108:40:00,40
2016-01-2108:50:00,40
2016-01-2109:00:00,50
2016-01-2109:10:00,60
2016-01-2109:20:00,60
2016-01-2109:30:00,60
2016-01-2109:40:00,50
2016-01-2109:50:00,40
2016-01-2110:00:00,30
2016-01-2110:10:00,50
2016-01-2110:20:00,70
2016-01-2110:30:00,60
2016-01-2110:40:00,60
2016-01-2110:50:00,60
2016-01-2111:00:00,60
2016-01-2111:10:00,60
2016-01-2111:20:00,50
2016-01-2111:30:00,50
2016-01-2111:40:00,40
2016-01-2111:50:00,50
2016-01-2112:00:00,50
2016-01-2112:10:00,60
2016-01-2112:20:00,60
2016-01-2112:30:00,50
2016-01-2112:40:00,50
2016-01-2112:50:00,50
2016-01-2113:00:00,50
2016-01-2113:10:00,50
2016-01-2113:20:00,290
2016-01-2113:30:00,360
2016-01-2113:40:00,230
2016-01-2113:50:00,60
2016-01-2114:00:00,70
2016-01-2114:10:00,70
2016-01-2114:20:00,80
2016-01-2114:30:00,60
2016-01-2114:40:00,60
2016-01-2114:50:00,40
2016-01-2115:00:00,50
2016-01-2115:10:00,50
2016-01-2115:20:00,40
2016-01-2115:30:00,40
2016-01-2115:40:00,40
2016-01-2115:50:00,50
2016-01-2116:00:00,40
2016-01-2116:10:00,50
2016-01-2116:20:00,40
2016-01-2116:30:00,40
2016-01-2116:40:00,40
2016-01-2116:50:00,40
2016-01-2117:00:00,50
2016-01-2117:10:00,40
2016-01-2117:20:00,20
2016-01-2117:30:00,20
2016-01-2117:40:00,30
2016-01-2117:50:00,50
2016-01-2118:00:00,70
2016-01-2118:10:00,90
2016-01-2118:20:00,110
2016-01-2118:30:00,200
2016-01-2118:40:00,430
2016-01-2118:50:00,1070
2016-01-2119:00:00,890
2016-01-2119:10:00,590
2016-01-2119:20:00,100
2016-01-2119:30:00,100
2016-01-2119:40:00,120
2016-01-2119:50:00,150
2016-01-2120:00:00,120
2016-01-2120:10:00,120
2016-01-2120:20:00,160
2016-01-2120:30:00,480
2016-01-2120:40:00,460
2016-01-2120:50:00,360
2016-01-2121:00:00,330
2016-01-2121:10:00,310
2016-01-2121:20:00,250
2016-01-2121:30:00,220
2016-01-2121:40:00,90
2016-01-2121:50:00,80
2016-01-2122:00:00,80
2016-01-2122:10:00,70
2016-01-2122:20:00,50
2016-01-2122:30:00,50
2016-01-2122:40:00,40
2016-01-2122:50:00,40
2016-01-2123:00:00,40
2016-01-2123:10:00,30
2016-01-2123:20:00,50
2016-01-2123:30:00,50
2016-01-2123:40:00,40
2016-01-2123:50:00,50
2016-01-2200:00:00,40
2016-01-2200:10:00,40
2016-01-2200:20:00,40
2016-01-2200:30:00,40
2016-01-2200:40:00,50
2016-01-2200:50:00,30
2016-01-2201:00:00,30
2016-01-2201:10:00,20
2016-01-2201:20:00,40
2016-01-2201:30:00,40
2016-01-2201:40:00,50
2016-01-2201:50:00,40
2016-01-2202:00:00,50
2016-01-2202:10:00,50
2016-01-2202:20:00,40
2016-01-2202:30:00,40
2016-01-2202:40:00,30
2016-01-2202:50:00,20
2016-01-2203:00:00,30
2016-01-2203:10:00,30
2016-01-2203:20:00,40
2016-01-2203:30:00,50
2016-01-2203:40:00,40
2016-01-2203:50:00,50
2016-01-2204:00:00,30
2016-01-2204:10:00,40
2016-01-2204:20:00,40
2016-01-2204:30:00,50
2016-01-2204:40:00,40
2016-01-2204:50:00,20
2016-01-2205:00:00,20
2016-01-2205:10:00,30
2016-01-2205:20:00,40
2016-01-2205:30:00,40
2016-01-2205:40:00,50
2016-01-2205:50:00,50
2016-01-2206:00:00,40
2016-01-2206:10:00,50
2016-01-2206:20:00,40
2016-01-2206:30:00,40
2016-01-2206:40:00,30
2016-01-2206:50:00,30
2016-01-2207:00:00,20
2016-01-2207:10:00,30
2016-01-2207:20:00,70
2016-01-2207:30:00,50
2016-01-2207:40:00,60
2016-01-2207:50:00,40
2016-01-2208:00:00,40
2016-01-2208:10:00,40
2016-01-2208:20:00,60
2016-01-2208:30:00,50
2016-01-2208:40:00,30
2016-01-2208:50:00,80
2016-01-2209:00:00,340
2016-01-2209:10:00,50
2016-01-2209:20:00,50
2016-01-2209:30:00,60
2016-01-2209:40:00,60
2016-01-2209:50:00,60
2016-01-2210:00:00,60
2016-01-2210:10:00,50
2016-01-2210:20:00,60
2016-01-2210:30:00,30
2016-01-2210:40:00,30
2016-01-2210:50:00,30
2016-01-2211:00:00,340
2016-01-2211:10:00,400
2016-01-2211:20:00,70
2016-01-2211:30:00,50
2016-01-2211:40:00,40
2016-01-2211:50:00,40
2016-01-2212:00:00,40
2016-01-2212:10:00,40
2016-01-2212:20:00,30
2016-01-2212:30:00,30
2016-01-2212:40:00,20
2016-01-2212:50:00,30
2016-01-2213:00:00,40
2016-01-2213:10:00,50
2016-01-2213:20:00,40
2016-01-2213:30:00,40
2016-01-2213:40:00,50
2016-01-2213:50:00,50
2016-01-2214:00:00,40
2016-01-2214:10:00,30
2016-01-2214:20:00,20
2016-01-2214:30:00,20
2016-01-2214:40:00,20
2016-01-2214:50:00,40
2016-01-2215:00:00,50
2016-01-2215:10:00,50
2016-01-2215:20:00,40
2016-01-2215:30:00,40
2016-01-2215:40:00,40
2016-01-2215:50:00,40
2016-01-2216:00:00,40
2016-01-2216:10:00,20
2016-01-2216:20:00,30
2016-01-2216:30:00,20
2016-01-2216:40:00,40
2016-01-2216:50:00,40
2016-01-2217:00:00,40
2016-01-2217:10:00,40
2016-01-2217:20:00,40
2016-01-2217:30:00,40
2016-01-2217:40:00,50
2016-01-2217:50:00,50
2016-01-2218:00:00,20
2016-01-2218:10:00,20
2016-01-2218:20:00,20
2016-01-2218:30:00,30
2016-01-2218:40:00,40
2016-01-2218:50:00,40
2016-01-2219:00:00,50
2016-01-2219:10:00,40
2016-01-2219:20:00,50
2016-01-2219:30:00,40
2016-01-2219:40:00,30
2016-01-2219:50:00,20
2016-01-2220:00:00,20
2016-01-2220:10:00,20
2016-01-2220:20:00,50
2016-01-2220:30:00,50
2016-01-2220:40:00,40
2016-01-2220:50:00,40
2016-01-2221:00:00,40
2016-01-2221:10:00,40
2016-01-2221:20:00,40
2016-01-2221:30:00,30
2016-01-2221:40:00,20
2016-01-2221:50:00,30
2016-01-2222:00:00,30
2016-01-2222:10:00,40
2016-01-2222:20:00,40
2016-01-2222:30:00,40
2016-01-2222:40:00,40
2016-01-2222:50:00,40
2016-01-2223:00:00,50
2016-01-2223:10:00,40
2016-01-2223:20:00,20
2016-01-2223:30:00,20
2016-01-2223:40:00,20
2016-01-2223:50:00,40
2016-01-2300:00:00,40
2016-01-2300:10:00,50
2016-01-2300:20:00,40
2016-01-2300:30:00,50
2016-01-2300:40:00,40
2016-01-2300:50:00,40
2016-01-2301:00:00,20
2016-01-2301:10:00,20
2016-01-2301:20:00,20
2016-01-2301:30:00,30
2016-01-2301:40:00,50
2016-01-2301:50:00,50
2016-01-2302:00:00,40
2016-01-2302:10:00,40
2016-01-2302:20:00,40
2016-01-2302:30:00,40
2016-01-2302:40:00,30
2016-01-2302:50:00,20
2016-01-2303:00:00,30
2016-01-2303:10:00,30
2016-01-2303:20:00,40
2016-01-2303:30:00,40
2016-01-2303:40:00,50
2016-01-2303:50:00,40
2016-01-2304:00:00,40
2016-01-2304:10:00,30
2016-01-2304:20:00,50
2016-01-2304:30:00,20
2016-01-2304:40:00,20
2016-01-2304:50:00,20
2016-01-2305:00:00,40
2016-01-2305:10:00,40
2016-01-2305:20:00,50
2016-01-2305:30:00,40
2016-01-2305:40:00,40
2016-01-2305:50:00,50
2016-01-2306:00:00,50
2016-01-2306:10:00,10
2016-01-2306:20:00,20
2016-01-2306:30:00,20
2016-01-2306:40:00,40
2016-01-2306:50:00,40
2016-01-2307:00:00,40
2016-01-2307:10:00,50
2016-01-2307:20:00,50
2016-01-2307:30:00,40
2016-01-2307:40:00,40
2016-01-2307:50:00,20
2016-01-2308:00:00,20
2016-01-2308:10:00,40
2016-01-2308:20:00,120
2016-01-2308:30:00,160
2016-01-2308:40:00,220
2016-01-2308:50:00,130
2016-01-2309:00:00,210
2016-01-2309:10:00,140
2016-01-2309:20:00,130
2016-01-2309:30:00,190
2016-01-2309:40:00,130
2016-01-2309:50:00,120
2016-01-2310:00:00,120
2016-01-2310:10:00,120
2016-01-2310:20:00,200
2016-01-2310:30:00,120
2016-01-2310:40:00,110
2016-01-2310:50:00,120
2016-01-2311:00:00,130
2016-01-2311:10:00,130
2016-01-2311:20:00,170
2016-01-2311:30:00,110
2016-01-2311:40:00,140
2016-01-2311:50:00,110
2016-01-2312:00:00,120
2016-01-2312:10:00,110
2016-01-2312:20:00,110
2016-01-2312:30:00,250
2016-01-2312:40:00,250
2016-01-2312:50:00,100
2016-01-2313:00:00,120
2016-01-2313:10:00,120
2016-01-2313:20:00,140
2016-01-2313:30:00,190
2016-01-2313:40:00,150
2016-01-2313:50:00,150
2016-01-2314:00:00,150
2016-01-2314:10:00,150
2016-01-2314:20:00,140
2016-01-2314:30:00,130
2016-01-2314:40:00,180
2016-01-2314:50:00,280
2016-01-2315:00:00,170
2016-01-2315:10:00,130
2016-01-2315:20:00,80
2016-01-2315:30:00,80
2016-01-2315:40:00,70
2016-01-2315:50:00,80
2016-01-2316:00:00,60
2016-01-2316:10:00,40
2016-01-2316:20:00,50
2016-01-2316:30:00,70
2016-01-2316:40:00,80
2016-01-2316:50:00,120
2016-01-2317:00:00,120
2016-01-2317:10:00,420
2016-01-2317:20:00,410
2016-01-2317:30:00,240
2016-01-2317:40:00,220
2016-01-2317:50:00,60
2016-01-2318:00:00,70
2016-01-2318:10:00,90
2016-01-2318:20:00,110
2016-01-2318:30:00,90
2016-01-2318:40:00,100
2016-01-2318:50:00,90
2016-01-2319:00:00,90
2016-01-2319:10:00,90
2016-01-2319:20:00,70
2016-01-2319:30:00,70
2016-01-2319:40:00,80
2016-01-2319:50:00,100
2016-01-2320:00:00,100
2016-01-2320:10:00,90
2016-01-2320:20:00,110
2016-01-2320:30:00,110
2016-01-2320:40:00,110
2016-01-2320:50:00,110
2016-01-2321:00:00,100
2016-01-2321:10:00,80
2016-01-2321:20:00,90
2016-01-2321:30:00,100
2016-01-2321:40:00,110
2016-01-2321:50:00,100
2016-01-2322:00:00,100
2016-01-2322:10:00,90
2016-01-2322:20:00,70
2016-01-2322:30:00,70
2016-01-2322:40:00,60
2016-01-2322:50:00,50
2016-01-2323:00:00,50
2016-01-2323:10:00,60
2016-01-2323:20:00,80
2016-01-2323:30:00,70
2016-01-2323:40:00,80
2016-01-2323:50:00,80
2016-01-2400:00:00,60
2016-01-2400:10:00,40
2016-01-2400:20:00,40
2016-01-2400:30:00,20
2016-01-2400:40:00,20
2016-01-2400:50:00,30
2016-01-2401:00:00,50
2016-01-2401:10:00,40
2016-01-2401:20:00,50
2016-01-2401:30:00,40
2016-01-2401:40:00,40
2016-01-2401:50:00,40
2016-01-2402:00:00,50
2016-01-2402:10:00,30
2016-01-2402:20:00,30
2016-01-2402:30:00,20
2016-01-2402:40:00,20
2016-01-2402:50:00,40
2016-01-2403:00:00,40
2016-01-2403:10:00,50
2016-01-2403:20:00,40
2016-01-2403:30:00,50
2016-01-2403:40:00,50
2016-01-2403:50:00,40
2016-01-2404:00:00,20
2016-01-2404:10:00,30
2016-01-2404:20:00,20
2016-01-2404:30:00,30
2016-01-2404:40:00,40
2016-01-2404:50:00,50
2016-01-2405:00:00,50
2016-01-2405:10:00,40
2016-01-2405:20:00,40
2016-01-2405:30:00,40
2016-01-2405:40:00,40
2016-01-2405:50:00,30
2016-01-2406:00:00,20
2016-01-2406:10:00,30
2016-01-2406:20:00,30
2016-01-2406:30:00,40
2016-01-2406:40:00,40
2016-01-2406:50:00,50
2016-01-2407:00:00,40
2016-01-2407:10:00,40
2016-01-2407:20:00,40
2016-01-2407:30:00,50
2016-01-2407:40:00,40
2016-01-2407:50:00,220
2016-01-2408:00:00,360
2016-01-2408:10:00,360
2016-01-2408:20:00,590
2016-01-2408:30:00,850
2016-01-2408:40:00,690
2016-01-2408:50:00,800
2016-01-2409:00:00,710
2016-01-2409:10:00,680
2016-01-2409:20:00,290
2016-01-2409:30:00,190
2016-01-2409:40:00,120
2016-01-2409:50:00,140
2016-01-2410:00:00,260
2016-01-2410:10:00,310
2016-01-2410:20:00,230
2016-01-2410:30:00,180
2016-01-2410:40:00,320
2016-01-2410:50:00,620
2016-01-2411:00:00,620
2016-01-2411:10:00,530
2016-01-2411:20:00,180
2016-01-2411:30:00,180
2016-01-2411:40:00,120
2016-01-2411:50:00,140
2016-01-2412:00:00,100
2016-01-2412:10:00,120
2016-01-2412:20:00,100
2016-01-2412:30:00,130
2016-01-2412:40:00,270
2016-01-2412:50:00,520
2016-01-2413:00:00,580
2016-01-2413:10:00,520
2016-01-2413:20:00,350
2016-01-2413:30:00,340
2016-01-2413:40:00,330
2016-01-2413:50:00,290
2016-01-2414:00:00,300
2016-01-2414:10:00,280
2016-01-2414:20:00,220
2016-01-2414:30:00,90
2016-01-2414:40:00,90
2016-01-2414:50:00,100
2016-01-2415:00:00,90
2016-01-2415:10:00,80
2016-01-2415:20:00,80
2016-01-2415:30:00,80
2016-01-2415:40:00,90
2016-01-2415:50:00,90
2016-01-2416:00:00,90
2016-01-2416:10:00,80
2016-01-2416:20:00,70
2016-01-2416:30:00,50
2016-01-2416:40:00,60
2016-01-2416:50:00,40
2016-01-2417:00:00,60
2016-01-2417:10:00,60
2016-01-2417:20:00,140
2016-01-2417:30:00,80
2016-01-2417:40:00,70
2016-01-2417:50:00,60
2016-01-2418:00:00,70
2016-01-2418:10:00,60
2016-01-2418:20:00,70
2016-01-2418:30:00,70
2016-01-2418:40:00,70
2016-01-2418:50:00,60
2016-01-2419:00:00,40
2016-01-2419:10:00,40
2016-01-2419:20:00,60
2016-01-2419:30:00,350
2016-01-2419:40:00,410
2016-01-2419:50:00,80
2016-01-2420:00:00,100
2016-01-2420:10:00,80
2016-01-2420:20:00,270
2016-01-2420:30:00,280
2016-01-2420:40:00,90
2016-01-2420:50:00,90
2016-01-2421:00:00,90
2016-01-2421:10:00,90
2016-01-2421:20:00,80
2016-01-2421:30:00,70
2016-01-2421:40:00,70
2016-01-2421:50:00,90
2016-01-2422:00:00,100
2016-01-2422:10:00,90
2016-01-2422:20:00,280
2016-01-2422:30:00,390
2016-01-2422:40:00,150
2016-01-2422:50:00,50
2016-01-2423:00:00,50
2016-01-2423:10:00,40
2016-01-2423:20:00,50
2016-01-2423:30:00,30
2016-01-2423:40:00,20
2016-01-2423:50:00,40
2016-01-2500:00:00,50
2016-01-2500:10:00,50
2016-01-2500:20:00,50
2016-01-2500:30:00,40
2016-01-2500:40:00,50
2016-01-2500:50:00,50
2016-01-2501:00:00,50
2016-01-2501:10:00,50
2016-01-2501:20:00,60
2016-01-2501:30:00,50
2016-01-2501:40:00,40
2016-01-2501:50:00,40
2016-01-2502:00:00,20
2016-01-2502:10:00,30
2016-01-2502:20:00,40
2016-01-2502:30:00,50
2016-01-2502:40:00,50
2016-01-2502:50:00,60
2016-01-2503:00:00,40
2016-01-2503:10:00,50
2016-01-2503:20:00,50
2016-01-2503:30:00,40
2016-01-2503:40:00,50
2016-01-2503:50:00,60
2016-01-2504:00:00,50
2016-01-2504:10:00,60
2016-01-2504:20:00,30
2016-01-2504:30:00,30
2016-01-2504:40:00,20
2016-01-2504:50:00,40
2016-01-2505:00:00,50
2016-01-2505:10:00,50
2016-01-2505:20:00,60
2016-01-2505:30:00,50
2016-01-2505:40:00,40
2016-01-2505:50:00,50
2016-01-2506:00:00,40
2016-01-2506:10:00,50
2016-01-2506:20:00,40
2016-01-2506:30:00,50
2016-01-2506:40:00,60
2016-01-2506:50:00,30
2016-01-2507:00:00,20
2016-01-2507:10:00,30
2016-01-2507:20:00,50
2016-01-2507:30:00,50
2016-01-2507:40:00,40
2016-01-2507:50:00,60
2016-01-2508:00:00,50
2016-01-2508:10:00,50
2016-01-2508:20:00,50
2016-01-2508:30:00,50
2016-01-2508:40:00,40
2016-01-2508:50:00,50
2016-01-2509:00:00,50
2016-01-2509:10:00,20
2016-01-2509:20:00,40
2016-01-2509:30:00,30
2016-01-2509:40:00,50
2016-01-2509:50:00,40
2016-01-2510:00:00,50
2016-01-2510:10:00,50
2016-01-2510:20:00,40
2016-01-2510:30:00,50
2016-01-2510:40:00,50
2016-01-2510:50:00,60
2016-01-2511:00:00,50
2016-01-2511:10:00,50
2016-01-2511:20:00,40
2016-01-2511:30:00,40
2016-01-2511:40:00,30
2016-01-2511:50:00,20
2016-01-2512:00:00,40
2016-01-2512:10:00,50
2016-01-2512:20:00,60
2016-01-2512:30:00,40
2016-01-2512:40:00,50
2016-01-2512:50:00,50
2016-01-2513:00:00,40
2016-01-2513:10:00,50
2016-01-2513:20:00,60
2016-01-2513:30:00,50
2016-01-2513:40:00,60
